,artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename
13775,Richard Dadd,,literary painting,1600.0,1331.0,1547034.0,wikiart,Romanticism,Titania Sleeping,train_only,True,14876.jpg
13777,Ivan Aivazovsky,1845,cityscape,1720.0,1238.0,359241.0,wikiart,Romanticism,Dusk on the Golden Horn   ,train_and_test,True,85738.jpg
13858,Pietro Perugino,1500,religious painting,2045.0,1034.0,281932.0,wikiart,High Renaissance,Polyptych of St. Peter (Eternal Blessing with cherubs and angels),train_and_test,False,4456.jpg
13896,Anders Zorn,1888,genre painting,1171.0,1800.0,382146.0,wikiart,Realism,A Fisherman,train_and_test,True,24070.jpg
13909,Claude Monet,1894,cityscape,1200.0,1755.0,641136.0,wikiart,Impressionism,Rouen Cathedral in the Fog,train_and_test,True,90923.jpg
13964,Asger Jorn,1950,figurative,1450.0,1445.0,309109.0,wikiart,Art Informel,Le droit d’aigle,train_and_test,False,19635.jpg
13968,Jean Auguste Dominique Ingres,,portrait,1289.0,1625.0,207720.0,wikiart,Neoclassicism,"Jacques Marquet, Baron de Montbreton de Norvins",train_and_test,True,32543.jpg
13986,Jacob van Strij,,landscape,996.0,2100.0,385594.0,wikiart,Neoclassicism,Italian landscape with ruin,train_only,True,93965.jpg
14061,Giovanni Battista Piranesi,,religious painting,1386.0,1500.0,722142.0,wikiart,Neoclassicism,Jesus carried to Calvary,train_and_test,True,64776.jpg
14158,Rembrandt,1631,portrait,1289.0,1600.0,275319.0,wikiart,Baroque,The Prophetess Anna (Rembrandt`s Mother),train_and_test,True,16031.jpg
14169,Jan Toorop,1892,symbolic painting,1600.0,1288.0,439235.0,wikiart,Symbolism,"O grave, where is thy Victory",train_and_test,False,44942.jpg
14272,Angelica Kauffman,c.1787,portrait,1256.0,1629.0,204205.0,wikiart,Neoclassicism,Portrait of a Woman as a Vestal Virgin,train_only,True,98329.jpg
14356,Theodor Severin Kittelsen,,mythological painting,1235.0,1647.0,432435.0,wikiart,Neo-Romanticism,Foreldrestolthet,train_and_test,True,84879.jpg
14403,Mikhail Vrubel,c.1903,portrait,776.0,2614.0,155071.0,wikiart,Art Nouveau (Modern),Portrait of Nadezhda Zabela-Vrubel,train_and_test,True,35721.jpg
14428,Ernst Ludwig Kirchner,1933,landscape,1699.0,1192.0,1259427.0,wikiart,Expressionism,Clavadel Mountain Seen from Frauenkirch,train_and_test,True,10569.jpg
14468,Otto Dix,1921.0,portrait,1238.0,1630.0,378868.0,wikiart,Verism,Portrait of Paul F. Schmidt,train_and_test,False,22108.jpg
14472,William Merritt Chase,1889,portrait,1000.0,2017.0,286553.0,wikiart,Japonism,Making Her Toilet,train_and_test,False,98794.jpg
14473,Jean-Honore Fragonard,c.1769,portrait,1243.0,1622.0,658463.0,wikiart,Rococo,Portrait of Denis Diderot,train_only,True,18900.jpg
14509,Paolo Uccello,1452,religious painting,1700.0,1183.0,1637324.0,wikiart,Early Renaissance,Madonna,train_and_test,False,98221.jpg
14547,Pablo Picasso,1904,genre painting,1200.0,1670.0,421231.0,wikiart,Expressionism,Lovers,train_and_test,True,1766.jpg
14684,Nicholas Roerich,1936,landscape,1800.0,1102.0,889753.0,wikiart,Symbolism,Kangchenjunga,train_and_test,True,72160.jpg
14760,Edvard Munch,1892.0,landscape,1664.0,1187.0,404444.0,wikiart,Symbolism,The Mystery of a Summer Night,train_and_test,True,19470.jpg
14793,Heorhiy Narbut,1914.0,design,1407.0,1400.0,474876.0,wikiart,Art Nouveau (Modern),Galicia Governorate coat of arms ,train_and_test,True,6376.jpg
14794,Rembrandt,1647,portrait,1231.0,1600.0,216372.0,wikiart,Baroque,"Dr Ephraim Bueno, Jewish Physician and Writer",train_and_test,False,31176.jpg
14841,Beatrix Potter,1902.0,illustration,1278.0,1536.0,323819.0,wikiart,Art Nouveau (Modern),Simpkin at the Tailor’s Bedside,train_only,True,91560.jpg
14843,Patrick Caulfield,1997,still life,1278.0,1536.0,80888.0,wikiart,Pop Art,Freud's Smoke ,train_and_test,True,100781.jpg
14850,Niki de Sainte Phalle,,,1600.0,1226.0,456211.0,wikiart,,I rather like you a lot,train_and_test,False,95104.jpg
14887,Beatrix Potter,1902.0,illustration,1274.0,1536.0,367455.0,wikiart,Art Nouveau (Modern),Helen Beatrix PotterThe Mice Stitching Button-Holes ,train_only,True,34081.jpg
15151,Viktor Vasnetsov,,religious painting,1600.0,1200.0,1124445.0,wikiart,Symbolism,Bogomater,train_and_test,True,53259.jpg
15187,Alvaro Lapa,,abstract,1200.0,1600.0,180497.0,wikiart,Abstract Expressionism,unknown title,train_and_test,True,36343.jpg
15201,Pierre Puvis de Chavannes,,religious painting,1304.0,1472.0,449192.0,wikiart,Symbolism,Life of St. Genevieve,train_only,True,40266.jpg
15224,Nicholas Roerich,1933,landscape,1800.0,1065.0,979776.0,wikiart,Symbolism,Mount of five treasures (Two worlds),train_and_test,True,77795.jpg
15253,Nicholas Roerich,c.1930,sketch and study,1800.0,1062.0,1537928.0,wikiart,Symbolism,Himalayas (study),train_and_test,False,47677.jpg
15281,Robert Julian Onderdonk,1909.0,landscape,1590.0,1200.0,439771.0,wikiart,Impressionism,Landscape Sketch,train_and_test,True,50449.jpg
15284,Rene Magritte,1932,symbolic painting,1656.0,1152.0,229447.0,wikiart,Surrealism,Act of violence,train_and_test,True,12042.jpg
15362,Claude Monet,1872,landscape,1600.0,1185.0,449857.0,wikiart,Impressionism,"Argenteuil, Late Afternoon",train_and_test,False,83849.jpg
15389,Albrecht Durer,1498,religious painting,1200.0,1577.0,341034.0,wikiart,Northern Renaissance,St John`s Vision of Christ and the Seven Candlesticks,train_and_test,True,23114.jpg
15408,Henri Matisse,1950,nude painting (nu),987.0,1915.0,138562.0,wikiart,Expressionism,Zulma,train_and_test,True,16778.jpg
15452,Giovanni Battista Piranesi,,mythological painting,1500.0,1256.0,394681.0,wikiart,Neoclassicism,Genius of Harvest,train_and_test,True,93136.jpg
15477,Nicholas Roerich,1912,cloudscape,1679.0,1120.0,372543.0,wikiart,Symbolism,Battle in the Heavens,train_and_test,True,61030.jpg
15494,Limbourg brothers,,illustration,1110.0,1692.0,436619.0,wikiart,International Gothic,"The Virgin, the Sibyl and the Emperor Augustus",train_and_test,False,63367.jpg
15589,Theodor Severin Kittelsen,1885.0,illustration,1994.0,936.0,349373.0,wikiart,Neo-Romanticism,Krigen Mellom Froskene Og Musene 03,train_and_test,True,85371.jpg
15595,Fede Galizia,1595,portrait,1300.0,1435.0,208662.0,wikiart,Mannerism (Late Renaissance),Portrait of Paolo Morigia,train_only,True,55716.jpg
15612,Giovanni Battista Piranesi,,religious painting,1500.0,1242.0,479970.0,wikiart,Neoclassicism,Original sin and expulsion from the Garden of Eden,train_and_test,True,83612.jpg
15625,Luca Giordano,,,1484.0,1254.0,265217.0,wikiart,,Lamentation,train_and_test,True,79645.jpg
15677,Giovanni Battista Piranesi,,sketch and study,1500.0,1236.0,390866.0,wikiart,Neoclassicism,Cupid winner of Neptune,train_and_test,True,21922.jpg
15683,Edward Lear,,illustration,1716.0,1080.0,234687.0,wikiart,Romanticism,Nonsense,train_and_test,False,78538.jpg
15731,Anna Ostroumova-Lebedeva,1922.0,cityscape,1600.0,1155.0,437370.0,wikiart,Art Nouveau (Modern),Fontanka,train_and_test,True,47375.jpg
15738,Jean-Francois Millet,,genre painting,1579.0,1170.0,401151.0,wikiart,Realism,The Gleaners,train_and_test,False,79826.jpg
15742,Giovanni Battista Piranesi,,design,1500.0,1231.0,333148.0,wikiart,Neoclassicism,Tools of builder,train_and_test,True,94920.jpg
15813,Rene Magritte,1926,symbolic painting,1097.0,1677.0,341425.0,wikiart,Surrealism,The birth of idol,train_and_test,False,89659.jpg
15909,Correggio,1519,religious painting,1215.0,1504.0,350561.0,wikiart,High Renaissance,The Holy Family with Saint Jerome,train_only,True,55587.jpg
15942,Aleksey Antropov,1759,portrait,1200.0,1520.0,404966.0,wikiart,Baroque,Portrait of the Lady in Waiting A.M.Izmaylova,train_and_test,False,14646.jpg
15946,Pierre-Auguste Renoir,,nude painting (nu),1200.0,1520.0,578290.0,wikiart,Impressionism,After the Bath,train_and_test,True,47314.jpg
16003,Nicolas Poussin,c.1645,religious painting,1576.0,1153.0,250251.0,wikiart,Classicism,Landscape with St. Matthew and the Angel,train_and_test,True,36347.jpg
16046,Alphonse Mucha,,allegorical painting,884.0,2052.0,277561.0,wikiart,Art Nouveau (Modern),Topaz,train_and_test,False,13248.jpg
16065,Alphonse Mucha,1914,genre painting,1633.0,1110.0,275341.0,wikiart,Romanticism,The Printing of the Bible of Kralice in Ivancice,train_and_test,True,91255.jpg
16086,Vasily Perov,1872,portrait,1181.0,1533.0,261009.0,wikiart,Realism,Portrait of the historian Mikhail Petrovich Pogodin ,train_and_test,True,87886.jpg
16107,Giovanni Battista Piranesi,,mythological painting,1500.0,1205.0,375199.0,wikiart,Neoclassicism,Genius of Silene,train_and_test,True,65747.jpg
16116,Rene Magritte,1935,still life,1105.0,1634.0,340456.0,wikiart,Surrealism,Portrait,train_and_test,True,45411.jpg
16126,Nicolaes Maes,,portrait,1208.0,1493.0,201428.0,wikiart,Baroque,Portrait of a Young Woman,train_only,True,1156.jpg
16129,Sandor Bortnyik,,figurative,1127.0,1600.0,209595.0,wikiart,Expressionism,Munkások,train_and_test,True,20673.jpg
16189,Sir Lawrence Alma-Tadema,1879,allegorical painting,1110.0,1620.0,153955.0,wikiart,Romanticism,Poetry,train_and_test,True,34270.jpg
16236,Claude Monet,1908,cityscape,1192.0,1504.0,1315009.0,wikiart,Impressionism,Palazzo Dario 4,train_and_test,True,60031.jpg
16238,Giovanni Battista Piranesi,,design,1195.0,1500.0,490848.0,wikiart,Neoclassicism,"A chest of drawers, a side of the sedan, a decorative vase and various ornamental motifs",train_and_test,True,48116.jpg
16243,Hans Holbein the Younger,,religious painting,1280.0,1400.0,911043.0,wikiart,Northern Renaissance,Head of a Male Saint,train_and_test,False,55921.jpg
16279,Georges Seurat,1882,landscape,1576.0,1134.0,216481.0,wikiart,Pointillism,"White Houses, Ville d'Avray",train_and_test,True,53933.jpg
16285,Umberto Boccioni,,cityscape,1865.0,958.0,340038.0,wikiart,Divisionism,Factories At Porta Romana,train_and_test,True,68515.jpg
16290,Kees van Dongen,1925,portrait,1175.0,1520.0,282705.0,wikiart,Post-Impressionism,Le Sphinx,train_and_test,False,49592.jpg
16432,Max Ernst,1934,illustration,1154.0,1536.0,321308.0,wikiart,Surrealism,"Illustration to ""A Week of Kindness""",train_and_test,True,2787.jpg
16506,Maurice Quentin de La Tour,,portrait,1164.0,1514.0,243691.0,wikiart,Rococo,Father Emmanuel,train_and_test,True,34056.jpg
16592,Edward Wadsworth,1918,abstract,1140.0,1536.0,136361.0,wikiart,Abstract Art,View of a Town,train_and_test,True,43625.jpg
16599,Anna Ostroumova-Lebedeva,1923.0,landscape,1600.0,1094.0,860371.0,wikiart,Art Nouveau (Modern),Perspective of the Constantine Palace,train_and_test,True,98949.jpg
16653,Jozsef Rippl-Ronai,,nude painting (nu),1600.0,1091.0,757698.0,wikiart,Cloisonnism,Nudes in the park,train_and_test,False,25410.jpg
16669,Nicolaes Maes,1655.0,genre painting,1223.0,1426.0,1317585.0,wikiart,Baroque,Sleeping Man Having His Pockets Picked ,train_only,True,84461.jpg
16736,Louis Valtat,c.1898,genre painting,1476.0,1177.0,552511.0,wikiart,Fauvism,Young Women in the Garden,train_and_test,False,70055.jpg
16790,Paul Klee,1914,abstract,1600.0,1083.0,405735.0,wikiart,Expressionism,In the Style of Kairouan,train_and_test,False,11114.jpg
16828,Giovanni Battista Piranesi,,interior,1500.0,1152.0,554963.0,wikiart,Neoclassicism,The Pier with a Lamp,train_and_test,True,101187.jpg
16847,Vela Zanetti,1955.0,genre painting,1079.0,1600.0,228821.0,wikiart,Muralism,The Merengue,train_only,True,32388.jpg
16882,Jacob Lawrence,1946,genre painting,1230.0,1400.0,553338.0,wikiart,Social Realism,"New Jersey, from the United States Series",train_only,True,86469.jpg
16945,Kathe Kollwitz,1901.0,genre painting,1051.0,1633.0,333080.0,wikiart,Expressionism,The Carmagnole (Dance Around the Guillotine) ,train_and_test,True,29527.jpg
16976,Paul Delvaux,1943.0,nude painting (nu),1653.0,1037.0,509215.0,wikiart,Surrealism,Woman in front of the sea ,train_and_test,True,80417.jpg
16989,Max Ernst,1934,illustration,1105.0,1550.0,420977.0,wikiart,Surrealism,"Illustration to ""A Week of Kindness""",train_and_test,True,64829.jpg
17031,Germaine Richier,1951,portrait,1120.0,1526.0,119635.0,wikiart,Existential Art,Portrait,train_only,True,66629.jpg
17040,Giovanni Battista Piranesi,,design,1139.0,1500.0,398729.0,wikiart,Neoclassicism,Demonstration of the port and its modinature the Temple of Vesta in Tivoli,train_and_test,True,41456.jpg
17057,Domenico Ghirlandaio,,religious painting,1600.0,1067.0,318595.0,wikiart,Early Renaissance,The Coronation of the Virgin,train_and_test,True,52148.jpg
17077,Eugene Delacroix,,genre painting,1600.0,1067.0,355331.0,wikiart,Orientalism,Lion Rending Apart a Corpse,train_and_test,True,19638.jpg
17101,Giovanni Battista Piranesi,,interior,1500.0,1137.0,509525.0,wikiart,Neoclassicism,Inside the Temple previous,train_and_test,False,7553.jpg
17195,Joan Miro,1936,figurative,1508.0,1125.0,129937.0,wikiart,Surrealism,Man and Woman in Front of a Pile of Excrement,train_and_test,True,100241.jpg
17216,Giovanni Battista Piranesi,,cityscape,1500.0,1130.0,512849.0,wikiart,Neoclassicism,View of the Temple of Neptune,train_and_test,False,30915.jpg
17244,Max Ernst,1934,illustration,1088.0,1556.0,325012.0,wikiart,Surrealism,"Illustration to ""A Week of Kindness""",train_and_test,False,56450.jpg
17254,John Austen,,,1536.0,1102.0,395391.0,wikiart,,Hamlet ,train_and_test,True,33072.jpg
17329,Giovanni Battista Piranesi,,design,1500.0,1124.0,399872.0,wikiart,Neoclassicism,Demonstration in large parts of the Temple of Vesta and the Sibyl,train_and_test,False,47558.jpg
17351,Patrick Heron,1956,abstract,1096.0,1536.0,189101.0,wikiart,Art Informel,Red Garden,train_only,True,55518.jpg
17410,Paolo Veronese,1556,genre painting,950.0,1766.0,196382.0,wikiart,Mannerism (Late Renaissance),Aged Oriental with a Young Woman,train_and_test,False,50359.jpg
17427,Richard Gerstl,1906,portrait,1072.0,1563.0,127873.0,wikiart,Expressionism,Portrait of Arnold Schonberg ,train_and_test,True,58515.jpg
17562,James Tissot,,religious painting,1077.0,1536.0,338052.0,wikiart,,Jesus Found in the Temple,train_and_test,True,20647.jpg
17565,Jean-Michel Basquiat,1981.0,figurative,1421.0,1164.0,338091.0,wikiart,Neo-Expressionism,Gringo Pilot (Anola Gay) ,train_and_test,False,41624.jpg
17567,Max Ernst,1934,illustration,1154.0,1433.0,387168.0,wikiart,Surrealism,"Illustration to ""A Week of Kindness""",train_and_test,True,27798.jpg
17635,Maerten van Heemskerck,,portrait,1176.0,1398.0,207639.0,wikiart,Mannerism (Late Renaissance),Painting of the nun Hillegond Gerritsdr,train_and_test,False,28825.jpg
17674,Jean Cocteau,,design,1280.0,1280.0,102179.0,wikiart,Expressionism,Ceramic Plate,train_and_test,True,42199.jpg
17689,Francesco Solimena,,religious painting,1169.0,1400.0,116775.0,wikiart,Baroque,St. John the Baptist,train_and_test,True,41102.jpg
17701,Otto Dix,,portrait,1062.0,1540.0,181176.0,wikiart,Expressionism,From the catacombs in Palermo II,train_and_test,True,66771.jpg
17728,Luis Sacilotto,1980.0,abstract,1280.0,1275.0,536242.0,wikiart,Op Art,Untitled (C 8351),train_only,True,102679.jpg
17748,Frederic Leighton,,religious painting,1074.0,1516.0,824088.0,wikiart,Academicism,Charity of St. Elizabeth of Hungary,train_and_test,True,22311.jpg
17756,Salvador Dali,c.1958,religious painting,1017.0,1600.0,813560.0,wikiart,Symbolism,Angel,train_and_test,True,85015.jpg
17792,Lucas Cranach the Elder,c.1500,portrait,1075.0,1509.0,395312.0,wikiart,Northern Renaissance,Beardless young man,train_and_test,True,54784.jpg
17820,Aelbert Cuyp,1655,landscape,1476.0,1097.0,273993.0,wikiart,Baroque,Sunset over the River,train_and_test,True,64205.jpg
17854,Giovanni Bellini,1464,religious painting,1468.0,1100.0,222532.0,wikiart,Early Renaissance,Presentation at the Temple,train_only,True,20496.jpg
17880,John Hoyland,1969.0,abstract,1536.0,1049.0,87389.0,wikiart,Color Field Painting,"Reds, Greens",train_and_test,True,77570.jpg
17917,Max Ernst,1934,illustration,1057.0,1521.0,348716.0,wikiart,Surrealism,"Illustration to ""A Week of Kindness""",train_and_test,True,5045.jpg
17923,Jury Annenkov,1945,sketch and study,1000.0,1607.0,438885.0,wikiart,Expressionism,Spire and Trees,train_only,True,18768.jpg
17952,Jan Provoost,1524,religious painting,1084.0,1478.0,384552.0,wikiart,Northern Renaissance,The Virgin Mary in Glory,train_and_test,True,58671.jpg
17959,Francis Picabia,,genre painting,1101.0,1454.0,301325.0,wikiart,Kitsch,Man and woman by the sea,train_and_test,True,68093.jpg
17970,Theodor Severin Kittelsen,1885.0,illustration,1985.0,806.0,330516.0,wikiart,Neo-Romanticism,Krigen Mellom Froskene Og Musene 09,train_and_test,True,19754.jpg
17998,Dorothy Lathrop,1920.0,illustration,1600.0,998.0,648016.0,wikiart,Art Nouveau (Modern),A Little Boy Lost ,train_and_test,True,74529.jpg
18053,Andrea Mantegna,1455,sketch and study,1064.0,1494.0,350204.0,wikiart,Early Renaissance,Three studies elongated figures,train_and_test,True,68619.jpg
18079,Maurice Quentin de La Tour,,sketch and study,1086.0,1461.0,280813.0,wikiart,Rococo,Preparation to the portrait of Voltaire,train_and_test,True,101603.jpg
18090,Rene Magritte,1961,landscape,1084.0,1463.0,395203.0,wikiart,Surrealism,The good season,train_and_test,False,52820.jpg
18128,Vasily Surikov,1876,history painting,1216.0,1300.0,554098.0,wikiart,Realism,First Ecumenical Council of Nicaea,train_and_test,True,2424.jpg
18141,Giuseppe Arcimboldo,1566.0,allegorical painting,1070.0,1476.0,544942.0,wikiart,Mannerism (Late Renaissance),Water,train_and_test,True,34555.jpg
18153,William H. Johnson,1944,portrait,1127.0,1400.0,165891.0,wikiart,Naïve Art (Primitivism),Anna Mae,train_and_test,True,87085.jpg
18194,Norman Bluhm,1967,abstract,1124.0,1400.0,285937.0,wikiart,Abstract Expressionism,Eudocia,train_and_test,True,14661.jpg
18233,Piero della Francesca,1445,religious painting,1024.0,1535.0,2007318.0,wikiart,Early Renaissance,The Madonna of Mercy,train_and_test,True,94845.jpg
18248,Robert Henri,1916.0,portrait,1500.0,1047.0,221841.0,wikipedia,American Realism,Gertrude Vanderbilt Whitney ,train_and_test,False,12760.jpg
18249,Giotto,c.1317,religious painting,1047.0,1500.0,208615.0,wikiart,Proto Renaissance,The Crucifixion,train_and_test,False,39886.jpg
18271,Lucas Cranach the Elder,c.1531,mythological painting,800.0,1960.0,159631.0,wikiart,Northern Renaissance,Venus and Cupid with a Honeycomb,train_and_test,True,38587.jpg
18313,Raphael Kirchner,1900.0,design,1012.0,1544.0,320006.0,wikiart,Art Nouveau (Modern),Girls with purple surrounds,train_and_test,True,38501.jpg
18338,Adriaen van Ostade,1673,genre painting,1188.0,1313.0,1254487.0,wikiart,Baroque,The Violinist,train_and_test,True,59951.jpg
18399,Max Ernst,1934,illustration,1054.0,1473.0,315214.0,wikiart,Surrealism,"Illustration to ""A Week of Kindness""",train_and_test,True,75796.jpg
18422,Utagawa Kuniyoshi,,mythological painting,985.0,1573.0,341271.0,wikiart,Ukiyo-e,"Nine tailed fox Tamamo no Mae, under her beautiful human form (down)",train_and_test,True,68862.jpg
18436,Vasily Polenov,1881,landscape,1725.0,897.0,423601.0,wikiart,Realism,The Burnt Forest,train_and_test,True,91736.jpg
18492,Dorothy Lathrop,,illustration,1032.0,1493.0,641449.0,wikiart,Art Nouveau (Modern),Illustration for Mopsa the Fairy,train_and_test,True,69119.jpg
18543,Guy Rose,1916,landscape,1205.0,1273.0,1302443.0,wikiart,Impressionism,The Oak,train_and_test,True,91207.jpg
18547,Karl Bodmer,1839,landscape,1436.0,1068.0,247729.0,wikiart,Romanticism,Fort Pierre and the Adjacent Prairie,train_and_test,True,51118.jpg
18567,Raphael Kirchner,,genre painting,996.0,1537.0,308872.0,wikiart,Art Nouveau (Modern),Geisha,train_and_test,False,45871.jpg
18577,Giorgio Morandi,1928.0,landscape,1536.0,996.0,377445.0,wikiart,Post-Impressionism,Hilltop at Evening,train_and_test,True,97505.jpg
18702,Mattia Preti,1665.0,religious painting,1600.0,946.0,213938.0,wikiart,Baroque,Release of Saint Peter from Prison ,train_only,True,59343.jpg
18721,William-Adolphe Bouguereau,1900,portrait,938.0,1611.0,384362.0,wikiart,Realism,Branche de Laurier,train_and_test,True,4214.jpg
18794,Pablo Picasso,1901,genre painting,1073.0,1400.0,228629.0,wikiart,Expressionism,Pablo Picasso and Sebastìa Junyer-Vidal arrives to Paris,train_and_test,True,53565.jpg
18795,Balcomb Greene,1935,abstract,1400.0,1073.0,227354.0,wikiart,Abstract Art,Untitled (35-4),train_and_test,False,68051.jpg
18801,Ad Reinhardt,1950,abstract,1051.0,1429.0,686897.0,wikiart,Hard Edge Painting,Untitled (Red and Gray),train_and_test,True,7449.jpg
18805,Philip Guston,1968,still life,1500.0,1001.0,189065.0,wikiart,Neo-Expressionism,Untitled (Book),train_and_test,True,29617.jpg
18828,Rodolfo Arico,1970.0,abstract,1500.0,1000.0,199491.0,wikiart,Minimalism,L'oggetto tenebroso di Paolo Uccello,train_and_test,True,92258.jpg
18873,James Tissot,,religious painting,1536.0,973.0,422715.0,wikiart,,The Healing of Ten Lepers (Guérison de dix lépreux),train_and_test,True,62344.jpg
18877,Ivan Aivazovsky,1871,landscape,1334.0,1120.0,191914.0,wikiart,Romanticism,Caravan in the oasis. Egypt,train_and_test,False,82346.jpg
18912,William Merritt Chase,,flower painting,1120.0,1331.0,316935.0,wikiart,Impressionism,Peonies,train_and_test,False,15733.jpg
18923,Emperor Huizong,,bird-and-flower painting,1000.0,1489.0,313055.0,wikiart,Gongbi,Golden Pheasant and Cotton Rose Flowers,train_only,True,36052.jpg
18952,Maurice Denis,1908,mythological painting,1004.0,1478.0,398370.0,wikiart,Symbolism,Panel 1. Eros is Struck by Psyche's Beauty,train_only,True,21280.jpg
18999,Vasily Surikov,1908,portrait,1136.0,1300.0,347778.0,wikiart,Realism,Portrait of A. P. Yurgenson,train_and_test,True,2208.jpg
19023,August Macke,1914,landscape,1212.0,1216.0,108017.0,wikiart,Expressionism,Red house in park,train_and_test,False,96625.jpg
19031,Gene Davis,1958,abstract,1400.0,1052.0,82183.0,wikiart,Abstract Expressionism,Blue Rectangle II,train_and_test,True,71916.jpg
19106,Martiros Saryan,1958,landscape,1219.0,1200.0,766555.0,wikiart,Expressionism,Orange Rocks,train_and_test,True,59581.jpg
19135,Galileo Chini,,animal painting,1200.0,1216.0,450150.0,wikiart,Art Nouveau (Modern),Piastrella con Pavone,train_only,True,88217.jpg
19234,Odilon Redon,1890,symbolic painting,991.0,1461.0,197557.0,wikiart,Symbolism,Virgin of the Dawn,train_and_test,True,51144.jpg
19253,Hugo van der Goes,c.1475,religious painting,1183.0,1222.0,673141.0,wikiart,Northern Renaissance,Joseph and Asenath,train_and_test,True,1218.jpg
19277,Gustave Dore,,religious painting,1024.0,1410.0,739347.0,wikiart,Romanticism,Combat between Soldiers of Ish-bosheth and David,train_and_test,True,30775.jpg
19278,Gustave Dore,,religious painting,1024.0,1410.0,611719.0,wikiart,Romanticism,Elijah Raises the Son of the Widow of Zarephath,train_and_test,True,22167.jpg
19333,Caravaggio,1597,portrait,1024.0,1406.0,132759.0,wikiart,Baroque,The lute player,train_and_test,False,32997.jpg
19351,Jean-Leon Gerome,1874,portrait,1056.0,1362.0,168666.0,wikipedia,Orientalism,Markos Botsaris,train_and_test,True,65313.jpg
19390,Columbano Bordalo Pinheiro,1880,genre painting,1010.0,1419.0,613902.0,wikiart,Realism,A Volta do Passeio ,train_and_test,True,53452.jpg
19404,Gustave Dore,,religious painting,1024.0,1398.0,771034.0,wikiart,Romanticism,The Walls of Jericho Fall Down,train_and_test,False,14625.jpg
19410,Matthias Grünewald,1509,religious painting,776.0,1844.0,237173.0,wikiart,Northern Renaissance,Heller Altarpiece (detail),train_and_test,True,48786.jpg
19431,Pierre-Paul Prud'hon,c.1800,allegorical painting,625.0,2287.0,92899.0,wikiart,Neoclassicism,"Arts, Wealth, Pleasure and Philosophy: Pleasure",train_and_test,True,58023.jpg
19433,Edvard Munch,1916.0,genre painting,1885.0,758.0,268940.0,wikiart,Expressionism,History,train_and_test,True,51321.jpg
19507,Carlo Crivelli,1490,religious painting,1000.0,1422.0,165656.0,wikiart,Early Renaissance,"Enthroned Madonna, Saint Jerome, and St. Sebastian",train_and_test,True,344.jpg
19540,Gustave Dore,,religious painting,1024.0,1386.0,736414.0,wikiart,Romanticism,Ezra Reads the Law to the People,train_and_test,True,24065.jpg
19580,Giovanni Boldini,,interior,1072.0,1320.0,508932.0,wikiart,Impressionism,Room of the Painter,train_and_test,True,79152.jpg
19594,Peter Paul Rubens,1627,portrait,900.0,1571.0,129280.0,wikiart,Baroque,Albert and Nicolaas Rubens,train_and_test,True,59535.jpg
19627,Abraham van Strij,,genre painting,1075.0,1312.0,573650.0,wikiart,Neoclassicism,Fish salesman at woman and chidren,train_and_test,False,25909.jpg
19638,Robert Henri,1917.0,portrait,1101.0,1280.0,186983.0,wikiart,American Realism,Little Indian,train_and_test,True,33913.jpg
19655,Pietro Perugino,1495,mythological painting,1000.0,1408.0,358343.0,wikiart,High Renaissance,Apollo and Marsyas,train_and_test,True,24311.jpg
19658,Amedeo Modigliani,1918,portrait,970.0,1451.0,200801.0,wikiart,Expressionism,Girl in a Sailor's Blouse,train_and_test,False,28108.jpg
19699,Peter Paul Rubens,c.1614,mythological painting,1251.0,1121.0,150664.0,wikipedia,Baroque,Venus and Adonis,train_and_test,True,69822.jpg
19707,Amadeo de Souza-Cardoso,,cityscape,1009.0,1389.0,501543.0,wikiart,Cubism,Azenhas,train_only,True,76256.jpg
19736,Albrecht Durer,,portrait,1024.0,1367.0,248713.0,wikiart,Northern Renaissance,Cardinal Albrecht von Brandenburg,train_and_test,True,49671.jpg
19781,Anthony van Dyck,1620,religious painting,1000.0,1394.0,123666.0,wikipedia,Baroque,The Capture of Christ,train_and_test,True,58415.jpg
19784,Salvador Dali,1957,symbolic painting,1021.0,1365.0,552807.0,wikiart,Surrealism,Santiago El Grande,train_and_test,False,45368.jpg
19822,Samuel Peploe,,landscape,1290.0,1077.0,697533.0,wikiart,Post-Impressionism,A Windy Day at Barra,train_and_test,True,68896.jpg
19854,Giacomo Balla,1913,abstract,1398.0,992.0,164042.0,wikiart,Futurism,Lines of Movement and Dynamic Succession,train_only,True,70220.jpg
19865,Ernst Ludwig Kirchner,1933,genre painting,998.0,1387.0,1911135.0,wikiart,Expressionism,Design for the Banquet Hall in Essen,train_and_test,False,100180.jpg
19907,Theodor Severin Kittelsen,,sketch and study,1139.0,1212.0,177803.0,wikiart,Realism,Insects,train_and_test,True,24018.jpg
19925,Eyvind Earle,1998.0,landscape,828.0,1664.0,641084.0,wikiart,Magic Realism,Fog Bound,train_and_test,True,19780.jpg
19927,Vasily Perov,1868,genre painting,1600.0,861.0,581567.0,wikiart,Realism,Journey of the quarterly family on a pilgrimage. Sketch,train_and_test,False,76807.jpg
19945,Dorothy Lathrop,1929.0,illustration,1032.0,1333.0,430213.0,wikiart,Art Nouveau (Modern),HITTY by Rachel Field 4,train_and_test,True,63021.jpg
